Name,auction_value,Position
Andy Ibáñez,inf,Hitter
Jake Mangum,inf,Hitter
Carlos Narvaez,inf,Hitter
Austin Shenton,inf,Hitter
Angel Martínez,inf,Hitter
Nathan Lukes,inf,Hitter
Spencer Torkelson,inf,Hitter
Orelvis Martinez,inf,Hitter
Jacob Melton,inf,Hitter
Matt Mervis,inf,Hitter
Zach McKinstry,inf,Hitter
Amed Rosario,inf,Hitter
Tyler Wade,inf,Hitter
David Fry,inf,Hitter
Carson Williams,inf,Hitter
Santiago Espinal,inf,Hitter
Austin Martin,inf,Hitter
Victor Caratini,inf,Hitter
Blake Perkins,inf,Hitter
Esteury Ruiz,inf,Hitter
Kevin Newman,inf,Hitter
Dillon Dingler,inf,Hitter
Drew Romo,inf,Hitter
Miguel Rojas,inf,Hitter
Tyler Locklear,inf,Hitter
Sean Bouchard,inf,Hitter
Oscar Colás,inf,Hitter
Brett Sullivan,inf,Hitter
Ben Rortvedt,inf,Hitter
Chase DeLauter,inf,Hitter
Trent Grisham,inf,Hitter
Pedro Pagés,inf,Hitter
Vaughn Grissom,inf,Hitter
Agustin Ramirez,inf,Hitter
Grant McCray,inf,Hitter
Shohei Ohtani,inf,Hitter
Edwin Díaz,-6.180759087504216e+16,Pitcher
Josh Hader,-5.923009482428123e+16,Pitcher
Ryan Helsley,-5.773544290231895e+16,Pitcher
Porter Hodge,-5.426910068018158e+16,Pitcher
Devin Williams,-5.3428003272993384e+16,Pitcher
Mason Miller,-5.341732234292743e+16,Pitcher
Alexis Díaz,-5.284200926280676e+16,Pitcher
Ryan Walker,-5.177019277674749e+16,Pitcher
Raisel Iglesias,-5.152802277335775e+16,Pitcher
Paul Skenes,-5.142166610810365e+16,Pitcher
Emmanuel Clase,-5.097787245894511e+16,Pitcher
Blake Snell,-5.009725061552255e+16,Pitcher
Tarik Skubal,-4.96933361875809e+16,Pitcher
Dylan Cease,-4.92686409866003e+16,Pitcher
David Bednar,-4.906309876487014e+16,Pitcher
Chris Sale,-4.892634784754625e+16,Pitcher
Trevor Megill,-4.864307667563948e+16,Pitcher
Lucas Erceg,-4.861734186605997e+16,Pitcher
Ben Joyce,-4.850206632161696e+16,Pitcher
Andrés Muñoz,-4.8472580876753064e+16,Pitcher
Zack Wheeler,-4.832801530950001e+16,Pitcher
Robert Suarez,-4.739292475791784e+16,Pitcher
Logan Gilbert,-4.727250840717295e+16,Pitcher
Félix Bautista,-4.688755241295716e+16,Pitcher
Justin Martinez,-4.6727823512812824e+16,Pitcher
Cole Ragans,-4.655526042134863e+16,Pitcher
Pablo López,-4.6061835728387736e+16,Pitcher
Corbin Burnes,-4.5350101199611336e+16,Pitcher
Kevin Gausman,-4.527051646793982e+16,Pitcher
Gerrit Cole,-4.5194341623415576e+16,Pitcher
Garrett Crochet,-4.4933907776567096e+16,Pitcher
Logan Webb,-4.481744848842249e+16,Pitcher
Hunter Greene,-4.476670001177487e+16,Pitcher
Freddy Peralta,-4.469608796862885e+16,Pitcher
Sonny Gray,-4.445288478459506e+16,Pitcher
Framber Valdez,-4.3379727898997176e+16,Pitcher
Michael King,-4.32922981675878e+16,Pitcher
Aaron Nola,-4.302769399968925e+16,Pitcher
Reynaldo López,-4.287075134679468e+16,Pitcher
Carlos Rodón,-4.283766433034895e+16,Pitcher
Luis Castillo,-4.27070364275013e+16,Pitcher
Yusei Kikuchi,-4.27051313217338e+16,Pitcher
Sean Manaea,-4.229306976363828e+16,Pitcher
Seth Lugo,-4.198026192556424e+16,Pitcher
MacKenzie Gore,-4.178428344041663e+16,Pitcher
José Berríos,-4.130938480077986e+16,Pitcher
Shota Imanaga,-4.119727852716712e+16,Pitcher
Taj Bradley,-4.060718672880005e+16,Pitcher
Jordan Romano,-4.057248770308311e+16,Pitcher
Pete Fairbanks,-4.048710996118882e+16,Pitcher
Jacob deGrom,-4.02767478104342e+16,Pitcher
Tanner Bibee,-4.007166185853115e+16,Pitcher
Mitch Keller,-3.9837236080933096e+16,Pitcher
Sandy Alcantara,-3.971522146828493e+16,Pitcher
Nathan Eovaldi,-3.961028204325082e+16,Pitcher
Zac Gallen,-3.957403378498344e+16,Pitcher
Hunter Brown,-3.937186139492328e+16,Pitcher
Chris Bassitt,-3.923237504404716e+16,Pitcher
Luis Severino,-3.9070338931691064e+16,Pitcher
Bailey Ober,-3.885122810601101e+16,Pitcher
Michael Kopech,-3.876380347769765e+16,Pitcher
Ryan Pepiot,-3.8634143424392664e+16,Pitcher
Kodai Senga,-3.857647525556374e+16,Pitcher
Grayson Rodriguez,-3.837111716458928e+16,Pitcher
Max Fried,-3.830952271214885e+16,Pitcher
Luis Gil,-3.830038651489461e+16,Pitcher
Ryan Feltner,-3.811981219312256e+16,Pitcher
Robbie Ray,-3.8106151273131304e+16,Pitcher
Liam Hendriks,-3.784656363834646e+16,Pitcher
George Kirby,-3.782069753830896e+16,Pitcher
Spencer Schwellenbach,-3.780548434492172e+16,Pitcher
Brady Singer,-3.777296935660091e+16,Pitcher
Calvin Faucher,-3.762030074025793e+16,Pitcher
Jared Jones,-3.76133152031482e+16,Pitcher
Erick Fedde,-3.760478393560232e+16,Pitcher
Justin Steele,-3.7508157177157496e+16,Pitcher
Bryce Miller,-3.747759951338007e+16,Pitcher
Jhoan Duran,-3.746242829583643e+16,Pitcher
Tanner Houck,-3.7157797075339096e+16,Pitcher
Joe Ryan,-3.708304308968555e+16,Pitcher
Shane McClanahan,-3.705480496882878e+16,Pitcher
Ronel Blanco,-3.6953432530122744e+16,Pitcher
Tyler Glasnow,-3.662014207025598e+16,Pitcher
Brayan Bello,-3.661847600538115e+16,Pitcher
Brandon Woodruff,-3.645296089699316e+16,Pitcher
Tyler Kinley,-3.618629259394172e+16,Pitcher
Yoshinobu Yamamoto,-3.607679166070843e+16,Pitcher
Yu Darvish,-3.598547646856429e+16,Pitcher
Charlie Morton,-3.560648868101079e+16,Pitcher
Prelander Berroa,-3.5363253929730104e+16,Pitcher
Zach Eflin,-3.520591283758889e+16,Pitcher
Cristopher Sánchez,-3.517799264661815e+16,Pitcher
Andrew Abbott,-3.4988133044296692e+16,Pitcher
JP Sears,-3.4894943950789868e+16,Pitcher
Tyler Anderson,-3.475692694519904e+16,Pitcher
Jesús Luzardo,-3.465693751853487e+16,Pitcher
Jake Irvin,-3.417803700570099e+16,Pitcher
Shohei Ohtani,-3.3864145955044404e+16,Pitcher
José Soriano,-3.359086886622932e+16,Pitcher
Germán Márquez,-3.345948927994898e+16,Pitcher
Frankie Montas,-3.3402511877448056e+16,Pitcher
DJ Herz,-3.3345147181137844e+16,Pitcher
Ranger Suárez,-3.3248129621880076e+16,Pitcher
Merrill Kelly,-3.3078450036427796e+16,Pitcher
Bowden Francis,-3.273253613115679e+16,Pitcher
Kyle Harrison,-3.268014196490857e+16,Pitcher
Reese Olson,-3.2460733341895668e+16,Pitcher
Michael Wacha,-3.232194232826173e+16,Pitcher
Chad Green,-3.2310072179440756e+16,Pitcher
Jameson Taillon,-3.215000775815505e+16,Pitcher
Spencer Arrighetti,-3.204735844258004e+16,Pitcher
Gavin Williams,-3.1810832753089748e+16,Pitcher
Shane Baz,-3.1774391681193256e+16,Pitcher
Jonathan Cannon,-3.144322095079634e+16,Pitcher
Miles Mikolas,-3.1418224949493536e+16,Pitcher
David Peterson,-3.123042354139152e+16,Pitcher
Edward Cabrera,-3.0918856338746764e+16,Pitcher
Austin Gomber,-3.0841756118980492e+16,Pitcher
Jeffrey Springs,-3.083286247990989e+16,Pitcher
Tyler Mahle,-3.0813800909606216e+16,Pitcher
Mitchell Parker,-3.0719237213230296e+16,Pitcher
Aroldis Chapman,-3.059193386833449e+16,Pitcher
Ryan Weathers,-2.987605691642252e+16,Pitcher
Nick Martinez,-2.979124135876802e+16,Pitcher
Aaron Civale,-2.9673594132846484e+16,Pitcher
Javier Assad,-2.9625104909576684e+16,Pitcher
Spencer Strider,-2.91074047174106e+16,Pitcher
Eduardo Rodriguez,-2.907203202040695e+16,Pitcher
Nick Lodolo,-2.8998889278257984e+16,Pitcher
Nestor Cortes,-2.891491001610844e+16,Pitcher
Sean Burke,-2.886336073455391e+16,Pitcher
Walker Buehler,-2.869815818400123e+16,Pitcher
Kumar Rocker,-2.8644312096892056e+16,Pitcher
Kutter Crawford,-2.837420504163958e+16,Pitcher
Derek Law,-2.8175050933736436e+16,Pitcher
Ben Lively,-2.810833563261741e+16,Pitcher
Bryan Woo,-2.7865574877922196e+16,Pitcher
Kyle Freeland,-2.7771644561471784e+16,Pitcher
Chris Martin,-2.7525770536362064e+16,Pitcher
Clay Holmes,-2.743924896226025e+16,Pitcher
Matthew Boyd,-2.743586253968336e+16,Pitcher
Andre Pallante,-2.728939864908292e+16,Pitcher
Jon Gray,-2.722012939207066e+16,Pitcher
Brandon Pfaadt,-2.704355442335051e+16,Pitcher
Davis Martin,-2.679510309130812e+16,Pitcher
Dustin May,-2.663712962323062e+16,Pitcher
Luis L. Ortiz,-2.6592670811047656e+16,Pitcher
Tobias Myers,-2.6465468036077344e+16,Pitcher
Dean Kremer,-2.635939097713866e+16,Pitcher
Casey Mize,-2.6291158580597596e+16,Pitcher
Jordan Hicks,-2.607770363842746e+16,Pitcher
Simeon Woods Richardson,-2.606910903681014e+16,Pitcher
Max Meyer,-2.5803849188806496e+16,Pitcher
Clarke Schmidt,-2.5594234540403972e+16,Pitcher
Triston McKenzie,-2.520269583406602e+16,Pitcher
Randy Vásquez,-2.5022006491020388e+16,Pitcher
Beau Brieske,-2.4752573481322268e+16,Pitcher
Alec Marsh,-2.4602843931512236e+16,Pitcher
Johan Oviedo,-2.4427623701065084e+16,Pitcher
Tomoyuki Sugano,-2.434095793634131e+16,Pitcher
Zack Littell,-2.4233966422776028e+16,Pitcher
Hayden Birdsong,-2.404044007479637e+16,Pitcher
Reid Detmers,-2.391656036326151e+16,Pitcher
Jack Leiter,-2.3700161149576988e+16,Pitcher
Yariel Rodríguez,-2.3456181087131164e+16,Pitcher
Lucas Giolito,-2.334791503640389e+16,Pitcher
Luis Garcia,-2.3236334481001584e+16,Pitcher
Michael Lorenzen,-2.232316891425874e+16,Pitcher
Jackson Jobe,-2.2167787344737772e+16,Pitcher
Alex Cobb,-2.2028438300739376e+16,Pitcher
Bailey Falter,-2.1707120720490484e+16,Pitcher
Kris Bubic,-2.1244722814457704e+16,Pitcher
Drew Rasmussen,-2.120305794253826e+16,Pitcher
Joey Estes,-2.11796132699616e+16,Pitcher
Yimi García,-2.087184010134565e+16,Pitcher
Kyle Hendricks,-2.0807953898438824e+16,Pitcher
David Festa,-2.0536331382100676e+16,Pitcher
Tony Gonsolin,-2.0266858223475964e+16,Pitcher
Antonio Senzatela,-2.01072847298817e+16,Pitcher
Justin Anderson,-1.9945415650281184e+16,Pitcher
Rhett Lowder,-1.9787545964334524e+16,Pitcher
Matt Waldron,-1.972231313337365e+16,Pitcher
Michael Soroka,-1.9509799480053652e+16,Pitcher
Chris Paddack,-1.9308564864410136e+16,Pitcher
A.J. Puk,-1.8782679571552012e+16,Pitcher
Grant Holmes,-1.85428447571411e+16,Pitcher
Aaron Ashby,-1.842486571961759e+16,Pitcher
Blake Treinen,-1.837951180712058e+16,Pitcher
Steven Matz,-1.83567985246836e+16,Pitcher
Cade Cavalli,-1.8285407811231344e+16,Pitcher
Trevor Williams,-1.8128514704739536e+16,Pitcher
Seth Halvorsen,-1.773881691722698e+16,Pitcher
Mitch Spence,-1.7582341387634628e+16,Pitcher
Jose A. Ferrer,-1.7452894153100576e+16,Pitcher
Joey Cantillo,-1.7374292233183786e+16,Pitcher
Eury Pérez,-1.7122031193010268e+16,Pitcher
Evan Phillips,-1.7091992468664836e+16,Pitcher
Bubba Chandler,-1.7030804644008548e+16,Pitcher
Edwin Uceta,-1.677737067635016e+16,Pitcher
Hayden Wesneski,-1.653579650710456e+16,Pitcher
Shane Bieber,-1.6301950734219852e+16,Pitcher
Nick Nastrini,-1.6255437978464684e+16,Pitcher
DL Hall,-1.614539912664105e+16,Pitcher
Quinn Mathews,-1.6068812732709744e+16,Pitcher
Cade Povich,-1.5870628843945844e+16,Pitcher
Marcus Stroman,-1.5842186387574372e+16,Pitcher
Robert Garcia,-1.5796047300712986e+16,Pitcher
Jordan Montgomery,-1.5331907557208388e+16,Pitcher
Ian Anderson,-1.5113136811928954e+16,Pitcher
Jordan Wicks,-1.482163959971642e+16,Pitcher
Griffin Jax,-1.4747596816064074e+16,Pitcher
Camilo Doval,-1.4553317473545268e+16,Pitcher
Bobby Miller,-1.436352375777275e+16,Pitcher
Paul Blackburn,-1.3990121906682322e+16,Pitcher
Valente Bellozo,-1.3783590130034704e+16,Pitcher
Drew Thorpe,-1.3746632696899756e+16,Pitcher
Jake Bloss,-1.3519467929265678e+16,Pitcher
Omar Cruz,-1.3373346939775718e+16,Pitcher
Jesus Tinoco,-1.334553369077231e+16,Pitcher
Jason Foley,-1.3023627089043034e+16,Pitcher
Nate Pearson,-1.2751190673261882e+16,Pitcher
Kyle Wright,-1.27209162003708e+16,Pitcher
AJ Smith-Shawver,-1.23713785747801e+16,Pitcher
Chase Dollander,-1.220223508306856e+16,Pitcher
Tony Santillan,-1.1985644586469744e+16,Pitcher
Luke Weaver,-1.1846825958000472e+16,Pitcher
Victor Vodnik,-1.1735484950299852e+16,Pitcher
Jeremiah Estrada,-1.1595308295994854e+16,Pitcher
Bryse Wilson,-1.1586628715032606e+16,Pitcher
Griffin Canning,-1.155109138200581e+16,Pitcher
Cesar Rojas,-1.1397284323629472e+16,Pitcher
Caden Dana,-1.133539296203373e+16,Pitcher
Robert Stephenson,-1.120533860793673e+16,Pitcher
Joe Boyle,-1.1201291847466062e+16,Pitcher
Lance McCullers Jr.,-1.108515760650059e+16,Pitcher
Luis Peralta,-1.099576709939853e+16,Pitcher
Garrett Cleavinger,-1.0970860449105848e+16,Pitcher
Emilio Pagán,-1.085755172620795e+16,Pitcher
Anthony Bender,-1.0739013488154048e+16,Pitcher
Estarlin Cruz,-1.0686295024222338e+16,Pitcher
Andrew Painter,-1.0670342103465142e+16,Pitcher
Adam Mazur,-1.0546206823069484e+16,Pitcher
Jacob Misiorowski,-1.049809012414498e+16,Pitcher
Pierce Johnson,-1.0322721945231226e+16,Pitcher
Jovi Galvez,-1.0294752994985618e+16,Pitcher
Bryan Abreu,-1.0264485927798304e+16,Pitcher
Fraser Ellard,-1.0222999697100186e+16,Pitcher
Adrián Delgado,-1.0113453816686108e+16,Pitcher
Jhon Cabral,-9889601716047840.0,Pitcher
Raudy Rivera,-9879938708972258.0,Pitcher
Alex Vesia,-9771872758555936.0,Pitcher
Federik Jimenez,-9727510735969968.0,Pitcher
Jonas Uzcategui,-9696443749659308.0,Pitcher
José Alvarado,-9693541602846956.0,Pitcher
Hans Crouse,-9600547138526486.0,Pitcher
Keider Montero,-9545910639919408.0,Pitcher
Kenyi Perez,-9494391268464708.0,Pitcher
Cristofer Soriano,-9366362669040680.0,Pitcher
J.T. Ginn,-9329349928814572.0,Pitcher
Kelvin Carmona,-9309064320053586.0,Pitcher
Nelfri Payano,-9291318449851310.0,Pitcher
Alvaro Benua,-9289877520086878.0,Pitcher
Wilfredo Cordero,-9259039425184912.0,Pitcher
Cody Bradford,-9229502387399870.0,Pitcher
Diego Hernandez,-9104901519942260.0,Pitcher
Orion Kerkering,-9044535231161104.0,Pitcher
Zebby Matthews,-9029449853212240.0,Pitcher
Jackson Rutledge,-8977864277231629.0,Pitcher
Dennis Santana,-8965379167806470.0,Pitcher
José Quijada,-8941033212008933.0,Pitcher
Johandry Fuente,-8928087837658418.0,Pitcher
Jack Kochanowicz,-8895286388974874.0,Pitcher
Neiver Acosta,-8816012947766686.0,Pitcher
Stanly Alcantara,-8768329961832643.0,Pitcher
Colin Holderman,-8680922797982470.0,Pitcher
Jarol Baez,-8676324120499405.0,Pitcher
Yonatan Pineda,-8666583914919454.0,Pitcher
Michel Otañez,-8665532939038232.0,Pitcher
Denison Sanchez,-8472933811096798.0,Pitcher
Luis Beltrán,-8469437480669230.0,Pitcher
Ryne Nelson,-8431797283044925.0,Pitcher
Jose Ramirez,-8406359774137597.0,Pitcher
Jason Adam,-8403733897867258.0,Pitcher
Matt Strahm,-8380296204096614.0,Pitcher
Fraylin Suriel,-8334180251667936.0,Pitcher
Kevin Ginkel,-8279530649582778.0,Pitcher
Sean Reynolds,-8247310372283758.0,Pitcher
Wuillians Herrera,-8203106422458030.0,Pitcher
Osvaldo Bido,-8194262738801685.0,Pitcher
Angel Cruz,-8117501007583054.0,Pitcher
Lisnerkin Lantigua,-8088182593504099.0,Pitcher
Cade Smith,-8082557588450035.0,Pitcher
Joldelanio De Los Santos,-8071710342683859.0,Pitcher
Luis Flores,-8061677114603450.0,Pitcher
Fernando Cruz,-8057694441452784.0,Pitcher
Carson Palmquist,-8045875722568051.0,Pitcher
Ryan Zeferjahn,-7995434636154629.0,Pitcher
Elvin Jimenez,-7944556895901750.0,Pitcher
Cristian Galindo,-7936371433980019.0,Pitcher
Hunter Harvey,-7872046959196192.0,Pitcher
Luciano Romero,-7865622667069661.0,Pitcher
Oliver Camilo,-7851634358351974.0,Pitcher
Erik Miller,-7850942784320034.0,Pitcher
Alexander Johnson,-7792784330435608.0,Pitcher
Yoryi Jimenez,-7788970904190523.0,Pitcher
Jose Regalado,-7770331354620398.0,Pitcher
Andrew Nardi,-7750630334327818.0,Pitcher
Rodolfo De La Cruz,-7679716562158509.0,Pitcher
Ledwin Gonzalez,-7649482444671054.0,Pitcher
Jacob Webb,-7611297500322710.0,Pitcher
Rafael Suero,-7583445967872694.0,Pitcher
Nick Mears,-7580837272479973.0,Pitcher
Justin Slaten,-7580774301037461.0,Pitcher
Misael Lopez,-7570588510085376.0,Pitcher
Dermis Ordonez,-7533622823265869.0,Pitcher
Michael Valverde,-7508777255269083.0,Pitcher
Eriberto Vasquez,-7493545569204386.0,Pitcher
Darlin Mendez,-7482273465653112.0,Pitcher
Chariel Radney,-7479188560375955.0,Pitcher
Fermin Magallanes,-7454593058575194.0,Pitcher
Victor Brea,-7416272416599283.0,Pitcher
Luis Mey,-7396967482671920.0,Pitcher
Gregory Santos,-7382605566919870.0,Pitcher
Francisco Frias,-7354743981408414.0,Pitcher
Bernard Mack,-7326680521837203.0,Pitcher
Evan Justice,-7315017498264333.0,Pitcher
Steven Wilson,-7268349058190235.0,Pitcher
Kyle Nicolas,-7249531987009837.0,Pitcher
Jhosep Chirinos,-7214434999075914.0,Pitcher
Ricardo Montero,-7195588294003524.0,Pitcher
Daysbel Hernández,-7145351762135526.0,Pitcher
Seranthony Domínguez,-7143391672901448.0,Pitcher
Erik Sabrowski,-7119647106190384.0,Pitcher
Ronal Herrera,-7073842321122149.0,Pitcher
Luis Garcia,-7052771395090060.0,Pitcher
Eddy Peralta,-7024225741668367.0,Pitcher
Hader Blanco,-6996396553621052.0,Pitcher
Darwin Rodriguez,-6960101892010529.0,Pitcher
Carlos Gomez,-6934931021640494.0,Pitcher
Daury Zapata,-6934894431699050.0,Pitcher
Jordi Infante,-6891975449932248.0,Pitcher
Tyler Kennedy,-6831199006112189.0,Pitcher
Clayton Beeter,-6814832674720681.0,Pitcher
Elías Moscoso,-6812903966839399.0,Pitcher
Brock Burke,-6806160297488308.0,Pitcher
Edwin Cervantes,-6771623819873099.0,Pitcher
Reed Garrett,-6757388978981660.0,Pitcher
Angel Perdomo,-6756907957645055.0,Pitcher
Robby Snelling,-6743767298849487.0,Pitcher
Danny Hilario,-6734270150500861.0,Pitcher
Pitterson Rosa,-6718347433680041.0,Pitcher
Ben Brown,-6706990651517202.0,Pitcher
Johan Palacios,-6679224751300952.0,Pitcher
Saul Sanchez,-6662785766369550.0,Pitcher
Abner Uribe,-6633649500979648.0,Pitcher
Jorge Alcala,-6607377401111852.0,Pitcher
Engel Silvestre,-6602936952297698.0,Pitcher
Tyler Holton,-6588784005668320.0,Pitcher
Jake Cousins,-6534643583754542.0,Pitcher
Frederic Frias,-6438405888703551.0,Pitcher
Ruver Flores,-6436228522990671.0,Pitcher
Pedro Figueroa,-6433977498747741.0,Pitcher
Landen Roupp,-6390454481863992.0,Pitcher
Cole Sands,-6385722017053830.0,Pitcher
Brailyn Paulino,-6345416418713094.0,Pitcher
Zach Maxwell,-6315657209572357.0,Pitcher
Michael Vilchez,-6288141548977571.0,Pitcher
Yoralbert Cadiz,-6271282185864251.0,Pitcher
Jairon Digon,-6270975366848782.0,Pitcher
Keegan Akin,-6262667963162310.0,Pitcher
Tyler Ferguson,-6257120097004074.0,Pitcher
Andrew Walters,-6228782421039257.0,Pitcher
Oscar Moreta,-6198736116619646.0,Pitcher
Eduardo Fernandez,-6121187555757535.0,Pitcher
Jeiki Beltran,-6118757781107743.0,Pitcher
James Karinchak,-6111141395164815.0,Pitcher
Angel Chivilli,-6106121838955257.0,Pitcher
Dairon De Jesus,-6100734958104638.0,Pitcher
Jarlen De La Paz,-6072878686440084.0,Pitcher
Saul Siri,-6045144994061346.0,Pitcher
Sam Moll,-6022653846440644.0,Pitcher
Frank Martinez,-6006880092140900.0,Pitcher
Jose Mendoza,-5988656098779042.0,Pitcher
Jecsua Liborius,-5948879147533215.0,Pitcher
Brock Stewart,-5942312481982092.0,Pitcher
Yansel Marine,-5939473684009772.0,Pitcher
Jeyson Mejia,-5921129773580006.0,Pitcher
Mike Burrows,-5912172420311571.0,Pitcher
Yoryi Simarra,-5897557585180587.0,Pitcher
Alexis Paulino,-5897307639971990.0,Pitcher
Cristopher Presinal,-5895867715077783.0,Pitcher
Eider Machuca,-5878629604738846.0,Pitcher
Luis Martinez,-5875671272322389.0,Pitcher
José Buttó,-5872808781221682.0,Pitcher
Kevison Hernandez,-5850049458646072.0,Pitcher
Onias Jimenez,-5844195908437493.0,Pitcher
Lenin Mendez,-5810759882033887.0,Pitcher
Brandon Smith,-5795535532682439.0,Pitcher
Richy Valdez,-5764549344896919.0,Pitcher
Chayce McDermott,-5712610848873158.0,Pitcher
Erik Swanson,-5685096006126523.0,Pitcher
Kevin Camacho,-5678302269607243.0,Pitcher
Jhonny Jimenez,-5678140654958030.0,Pitcher
Erick Padilla,-5675023240308225.0,Pitcher
Yenfri Sosa,-5650570944280394.0,Pitcher
Tyler Hoffman,-5591986001164330.0,Pitcher
Abel Fuerte,-5575102888014211.0,Pitcher
Yorvi Pirela,-5562773240196594.0,Pitcher
Xzavion Curry,-5541839847670067.0,Pitcher
Peter Bonilla,-5496231329083906.0,Pitcher
Christian Avendano,-5479315996479840.0,Pitcher
Irving Vazquez,-5474591173517421.0,Pitcher
Carlos Mateo,-5470658107390091.0,Pitcher
Keninson Diaz,-5437642558742278.0,Pitcher
Anderson Jerez,-5421504654686741.0,Pitcher
Abel Mercedes,-5416312450130718.0,Pitcher
Juan Henriquez,-5411304358351788.0,Pitcher
Claudio Gatier,-5398309772034663.0,Pitcher
Marcelo Valladares,-5377486561660832.0,Pitcher
Jesus Garcia,-5357525801248416.0,Pitcher
Andrew Moore,-5352913282661972.0,Pitcher
Tayler Scott,-5350791285684775.0,Pitcher
Yilber Diaz,-5328946387036964.0,Pitcher
Marco Vega,-5314194751832099.0,Pitcher
Taylor Rogers,-5301358449078916.0,Pitcher
Dioni Baez,-5297572265811619.0,Pitcher
Jordan Valenzuela,-5261901911379502.0,Pitcher
Juan Duran,-5255575286327710.0,Pitcher
Rodarni Salvador,-5243579418329352.0,Pitcher
Diego Dominguez,-5237506101191916.0,Pitcher
Collin Snider,-5236592092320607.0,Pitcher
Andy Luis,-5218314280896510.0,Pitcher
Yency De Jesus,-5213436815055469.0,Pitcher
Nick Sandlin,-5200314560173291.0,Pitcher
Michael Saturria,-5190756838603253.0,Pitcher
Hansel Rosario,-5152017778000261.0,Pitcher
Josh Sborz,-5142394102546457.0,Pitcher
John Schreiber,-5137925829432775.0,Pitcher
Adrian Rodriguez,-5134457477400462.0,Pitcher
Anel Cabrera,-5107208170992824.0,Pitcher
Michael Tonkin,-5092272248423659.0,Pitcher
Odarlin Cruz,-5065372822371475.0,Pitcher
Justin Lawrence,-5063349667610989.0,Pitcher
Luis De La Cruz,-5048664066326850.0,Pitcher
Ryan Pressly,-5046796291033593.0,Pitcher
Drew Garrett,-5044772094034223.0,Pitcher
Sean Reid-Foley,-5012201021664913.0,Pitcher
Alexis De La Cruz,-4999628170215569.0,Pitcher
Will Vest,-4989611302546463.0,Pitcher
Luis Morellis,-4978760167894537.0,Pitcher
Moises Palma,-4965354909249244.0,Pitcher
Reynaldo Yean,-4948001330322124.0,Pitcher
Connor Prins,-4932916348969272.0,Pitcher
Hunter Bigge,-4899223682423322.0,Pitcher
Wilme Mora,-4868144793683131.0,Pitcher
Kinn Omosako,-4867223710002126.0,Pitcher
Leomar Rosario,-4853401050953867.0,Pitcher
Jose Meneses,-4844165243976278.0,Pitcher
Brayan Diaz,-4773047501613094.0,Pitcher
Jacob Latz,-4761050720257935.0,Pitcher
Abrahan Tejada,-4755552376600975.0,Pitcher
Bryan Hudson,-4726980115084425.0,Pitcher
Matt Manning,-4725089664381713.0,Pitcher
Anyer Laureano,-4705647036506515.0,Pitcher
Breilin Arredondo,-4694311416829538.0,Pitcher
Franderly Morel,-4677308485753312.0,Pitcher
Branden Noriega,-4648089219081201.0,Pitcher
Nixon Parra,-4619029466171215.0,Pitcher
Fraimin Marte,-4616021276395056.0,Pitcher
Luis Ramirez,-4604295264662005.0,Pitcher
Joel Payamps,-4604224063184398.0,Pitcher
Keegan Thompson,-4587147890740584.0,Pitcher
Tylor Megill,-4569327963088176.0,Pitcher
Moises Amezquita,-4565095705673204.0,Pitcher
Yuki Matsui,-4553529294826407.0,Pitcher
Deyer Zapata,-4545400544391990.0,Pitcher
Evan Reifert,-4545037774953891.0,Pitcher
Frainer Mejias,-4542256727112577.0,Pitcher
Ian Hamilton,-4528408818894103.0,Pitcher
Joey Lucchesi,-4502166248251429.5,Pitcher
Jan Caraballo,-4500288518768775.0,Pitcher
Bayant Melo,-4493198058177041.5,Pitcher
Edgardo Henriquez,-4478324443927591.0,Pitcher
Luis Espinoza,-4458092116197981.0,Pitcher
Elian Serrata,-4455893616298989.5,Pitcher
Shawndrick Oduber,-4453710126662563.0,Pitcher
Jared Koenig,-4428953892134776.0,Pitcher
Ryan Fernandez,-4427231445451470.5,Pitcher
Lucas Gilbreath,-4416201621513793.5,Pitcher
Bryce Elder,-4414072674690205.5,Pitcher
Nixon Encarnacion,-4406024250699730.5,Pitcher
Yanzel Correa,-4378862421644877.5,Pitcher
Jordan Leasure,-4376858567060891.0,Pitcher
Anthony Banda,-4371776573121041.0,Pitcher
Frenny Grant,-4364715449148206.5,Pitcher
Matthew Liberatore,-4355991040088439.0,Pitcher
Luke Little,-4354314073399775.0,Pitcher
Jhemiangel Tovar,-4344679861643737.0,Pitcher
Kaleb Ort,-4339680870884877.0,Pitcher
Pedro Rodriguez,-4339631443687401.0,Pitcher
Franklyn Moreta,-4339017467681483.0,Pitcher
Junior Sanchez,-4299993431623903.0,Pitcher
Domingo Geronimo,-4259670999862596.0,Pitcher
Ben Casparius,-4245952123519509.5,Pitcher
Luis German,-4235613050709090.5,Pitcher
Kevin Tejada,-4233076756116493.5,Pitcher
Yosver Zulueta,-4175916055255657.5,Pitcher
Hunter Gaddis,-4167195846322445.0,Pitcher
Adrian Morejon,-4161721264120691.0,Pitcher
Wilton Rondon,-4146156203823859.0,Pitcher
Chase Silseth,-4141449677116051.0,Pitcher
Aaron Bummer,-4125457770170436.0,Pitcher
Jhonly Taveras,-4121347459355297.0,Pitcher
Samuel Fabian,-4112457323297961.5,Pitcher
Roberto Medina,-4112143102241470.5,Pitcher
Jose Garces,-4108896927095572.0,Pitcher
Nicolas De La Cruz,-4065077594336691.0,Pitcher
