Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,HR_z,R_z,RBI_z,SB_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,SV_z,ERA_z,WHIP_z,SV_contribution,ERA_contribution,WHIP_contribution
Werner Blakely,LAA,0.25,1.0,0.9,0.1562,0.1128,0.0289,0.0024,0.0121,0.0816,0.07,0.0811,0.0,0.3494,0.009,0.007,0.0029,,0.0173,0.0045,0.173556,0.0811,0.3494,0.232112,0.247016,0.251333,0.227356,0.49835,0.0777778,4.58303,0.264161,0.0,3.60988e-05,0.0503172,-0.0666609,41.9457,3.60988e-05,0.0,-0.0663902453707123,0.0040000001899898,-0.00300071,999.0,,,,sa3014502,-0.37835082163890654,-0.32444614517847276,-0.3251904771038849,-0.18588821255354485,-1.213875656474809,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onil Perez,SFG,0.25,1.0,0.9084,0.1853,0.1424,0.0318,0.0033,0.0078,0.0844,0.0719,0.0707,0.0,0.206,0.011,0.007,0.0029,,0.0212,0.0059,0.203985,0.0707,0.206,0.343204,0.267777,0.272017,0.244032,0.539793,0.0680317,4.70669,0.252993,0.0,8.17702e-05,0.0637389,-0.0532391,55.8838,8.17702e-05,0.0,-0.0526726654570666,0.0209999997168779,0.000168171,999.0,,,,sa3015610,-0.37939756918417766,-0.3242887900347415,-0.3250801103680661,-0.18511078761617683,-1.213877257203162,-0.182,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhonny Level,SFG,0.25,1.0,0.9293,0.1466,0.1105,0.0186,0.0015,0.016,0.0728,0.0711,0.0498,0.0,0.2877,0.011,0.007,0.0029,,0.0146,0.0041,0.157753,0.0498,0.2877,0.173097,0.208003,0.232648,0.198758,0.440651,0.0748951,4.28989,0.20645,0.0,-9.24981e-05,0.0272993,-0.0896787,25.4111,-9.24981e-05,0.0,-0.0892865128043922,0.0120000001043081,-0.00454272,999.0,,,,sa3023898,-0.3774014459583119,-0.32494068991591407,-0.3251265805726214,-0.18642642981787655,-1.2138951462647238,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yhoangel Aponte,TOR,0.25,1.0,0.9152,0.1437,0.1024,0.0233,0.0016,0.0164,0.0763,0.0722,0.0629,0.003,0.3606,0.012,0.007,0.0029,,0.0128,0.0036,0.157015,0.0629,0.3606,0.174432,0.219236,0.239729,0.206815,0.458965,0.0827142,4.13928,0.233492,0.0,-0.000273672,0.0337842,-0.0831939,30.6164,-0.000273672,0.0,-0.0796631028642878,0.0040000001899898,-0.0043715,999.0,,,,sa3015792,-0.3773040740936354,-0.3247439959862499,-0.32506268404135796,-0.186785241327431,-1.213895995448674,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose D. Hernandez,LAD,0.25,1.0,0.9287,0.1426,0.1051,0.0188,0.0013,0.0174,0.0761,0.0747,0.0494,0.0,0.3234,0.012,0.007,0.0029,,0.0109,0.0031,0.153548,0.0494,0.3234,0.152752,0.204593,0.232799,0.197239,0.437392,0.0792506,3.89872,0.210456,0.0,-0.000389608,0.026077,-0.0909011,24.1202,-0.000389608,0.0,-0.0911272117809858,-0.0209999997168779,-0.00814099,999.0,,,,sa3015557,-0.37706064443194454,-0.3247552356393736,-0.32491746465212273,-0.18716398680973848,-1.2138973315331794,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narbe Cruz,HOU,0.25,1.0,0.9271,0.1896,0.1402,0.0331,0.0022,0.0141,0.0861,0.0816,0.051,0.0,0.2747,0.012,0.007,0.0029,,0.0101,0.0029,0.204509,0.051,0.2747,0.185657,0.253335,0.290584,0.242025,0.543918,0.0860749,3.85382,0.271967,0.0,-0.000758259,0.0621237,-0.0548544,55.5813,-0.000758259,0.0,-0.0515825657639652,0.0040000001899898,-0.0014714,999.0,,,,sa3015205,-0.37786396231552466,-0.32419325298319024,-0.3245166591378336,-0.1873234585917627,-1.2138973330283112,-0.181,-0.155,-0.155,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Hernandez,,0.25,1.0,0.9211,0.1755,0.1307,0.0308,0.0031,0.0109,0.0814,0.0738,0.06,0.0,0.2772,0.009,0.007,0.0029,,0.0176,0.0051,0.190533,0.06,0.2772,0.21645,0.245211,0.266203,0.229642,0.511415,0.0756704,4.60709,0.257188,0.0,-0.00012165,0.0521566,-0.0648215,44.6534,-0.00012165,0.0,-0.0648776033631293,0.0040000001899898,-0.00284627,999.0,,,,sa3004942,-0.37864293723293574,-0.3244573848315964,-0.3249697436322474,-0.18582841063528577,-1.2138984763320653,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Shaver,,0.25,1.0,0.9311,0.1348,0.0978,0.0183,0.0017,0.017,0.0703,0.0696,0.047,0.0,0.3994,0.012,0.007,0.0029,,0.0145,0.0041,0.144775,0.047,0.3994,0.117677,0.194364,0.222855,0.188311,0.417218,0.0780797,4.39777,0.2258,0.0,1.94185e-06,0.0188917,-0.0980864,16.2221,1.94185e-06,0.0,-0.0980189619190241,0.0040000001899898,-0.00626903,999.0,,,,sa3022595,-0.37715801629662093,-0.32508118557995996,-0.32521371220616246,-0.18644636379062957,-1.2138992778733728,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Ruiz,LAA,0.25,1.0,0.929,0.1837,0.1401,0.0293,0.0028,0.0115,0.0817,0.0757,0.0501,0.001,0.2282,0.011,0.007,0.0029,,0.0162,0.0047,0.197739,0.0501,0.2282,0.219544,0.245512,0.272443,0.230964,0.517955,0.074704,4.53743,0.247307,0.0,-0.000243593,0.0532213,-0.0637567,44.4838,-0.000243593,0.0,-0.0637657604384003,-0.0120000001043081,-0.0043821,999.0,,,,sa3015873,-0.3784968794359211,-0.3244405253519109,-0.32485937689642863,-0.1861074862538281,-1.213904267938089,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merphy Hernandez,MIN,0.25,1.0,0.9261,0.143,0.1116,0.0171,0.0023,0.012,0.071,0.065,0.054,0.0,0.3173,0.01,0.007,0.0029,,0.0217,0.0059,0.154411,0.054,0.3173,0.170186,0.207602,0.216715,0.193077,0.424317,0.0623043,4.7261,0.216959,0.0,0.000564553,0.0227272,-0.0942508,20.2809,0.000564553,0.0,-0.0906508266343735,0.0040000001899898,-0.00550628,999.0,,,,sa3023921,-0.37837516460507564,-0.3250418467940271,-0.3254809158823552,-0.1850111177524117,-1.2139090450338696,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Frechette,,0.25,1.0,0.9441,0.1826,0.1349,0.0288,0.0024,0.0165,0.0802,0.0818,0.035,0.0,0.286,0.011,0.007,0.0029,,0.0087,0.0025,0.193412,0.035,0.286,0.122378,0.229265,0.281432,0.225401,0.510697,0.0880203,3.76733,0.25609,0.0,-0.000700255,0.0487432,-0.0682349,41.736,-0.000700255,0.0,-0.0688696255092509,-0.0209999997168779,-0.0058405,999.0,,,,sa3010636,-0.3772797311274664,-0.32452482275033845,-0.3245050415866948,-0.18760253421030504,-1.2139121296748048,-0.181,-0.155,-0.155,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caden Connor,CHW,0.25,1.0,0.9147,0.1962,0.1452,0.0332,0.0019,0.0158,0.0865,0.0829,0.0664,0.0,0.2281,0.009,0.007,0.0029,,0.0074,0.002,0.214497,0.0664,0.2281,0.2911,0.27239,0.306658,0.258065,0.579048,0.0921614,3.3612,0.266155,0.0,-0.00107108,0.0750336,-0.0419445,64.8077,-0.00107108,0.0,-0.0413384480634704,-0.0209999997168779,-0.00299536,999.0,,,,sa3022755,-0.37745013189065,-0.3241707736769429,-0.3244411450554313,-0.18786167585609437,-1.2139237264791185,-0.181,-0.155,-0.155,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willy Montero,NYY,0.25,1.0,0.931,0.1787,0.1344,0.0277,0.0017,0.0149,0.0822,0.0788,0.0501,0.0,0.2676,0.009,0.007,0.0029,,0.0109,0.003,0.191944,0.0501,0.2676,0.18722,0.238492,0.273362,0.228161,0.511854,0.0814178,3.93126,0.249886,0.0,-0.000562203,0.050965,-0.0660131,44.2775,-0.000562203,0.0,-0.0643204792868346,0.0040000001899898,-0.00278695,999.0,,,,sa3015869,-0.3776692185861719,-0.32441242621910177,-0.324679304853777,-0.18716398680973848,-1.2139249364687892,-0.181,-0.155,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Negueis,,0.25,1.0,0.9141,0.1481,0.1069,0.023,0.0021,0.016,0.0776,0.0728,0.064,0.0,0.3409,0.012,0.007,0.0029,,0.0126,0.0035,0.162017,0.064,0.3409,0.187738,0.224752,0.244175,0.212603,0.468926,0.0821573,4.10374,0.234137,0.0,-0.000341047,0.0384429,-0.0785352,32.9324,-0.000341047,0.0,-0.0788106880208943,-0.0120000001043081,-0.00593769,999.0,,,,sa3008739,-0.3774014459583119,-0.32467093824094606,-0.3250278313879415,-0.18682510927293705,-1.2139253248601367,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max McDowell,,0.25,1.0,0.8921,0.1631,0.114,0.0304,0.0021,0.0166,0.0873,0.0787,0.08,0.0,0.3185,0.018,0.007,0.0029,,0.0074,0.0021,0.182827,0.08,0.3185,0.251177,0.261859,0.277435,0.244816,0.539295,0.0946082,3.54534,0.259752,-0.001,-0.00104371,0.0643703,-0.0526078,55.0924,-0.00204371,0.0,-0.0545859986450523,0.0209999997168779,-2.76511e-05,999.0,,,,sa875626,-0.3772553881612973,-0.32412581506444826,-0.32468511362934643,-0.18786167585609437,-1.2139279927111866,-0.181,-0.155,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Lavey,,0.25,1.0,0.9261,0.1745,0.1312,0.0286,0.0028,0.0119,0.08,0.0741,0.056,0.0,0.2982,0.008,0.007,0.0029,,0.0165,0.0044,0.188425,0.056,0.2982,0.187793,0.239194,0.263902,0.225406,0.503096,0.0754778,4.56631,0.260995,0.0,-2.2629e-05,0.0487478,-0.0682303,41.7399,-2.2629e-05,0.0,-0.0681873948615248,0.0040000001899898,-0.00318809,999.0,,,,sa3014817,-0.37839950757124474,-0.3245360624034621,-0.3249523173055392,-0.18604768433556906,-1.213935571615815,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Tingelstad,,0.25,1.0,0.8871,0.1596,0.1173,0.0256,0.0027,0.014,0.0857,0.0738,0.094,0.0,0.3025,0.009,0.007,0.0029,,0.0124,0.0035,0.179912,0.094,0.3025,0.310744,0.263364,0.262203,0.240483,0.525566,0.0822906,4.13098,0.252078,0.0,-0.000676223,0.0608826,-0.0560954,52.1115,-0.000676223,0.0,-0.0567061424953863,-0.0120000001043081,-0.00365478,999.0,,,,sa3009896,-0.3778883052816937,-0.3242157322894376,-0.3249697436322474,-0.1868649772184431,-1.213938758421822,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Ritchie,,0.25,1.0,0.8631,0.1925,0.1441,0.0341,0.0035,0.0108,0.0983,0.0791,0.118,0.0,0.2278,0.009,0.007,0.0029,,0.0112,0.0031,0.223033,0.118,0.2278,0.517998,0.320429,0.308191,0.286161,0.628621,0.0851582,3.90334,0.287728,-0.001,-0.00115516,0.0976466,-0.0193315,83.5335,-0.00215516,0.0,-0.02142113330774,0.0209999997168779,0.00339754,999.0,,,,sa829058,-0.3786672801991048,-0.3235076341426466,-0.3246618785270688,-0.18710418489147942,-1.2139409777602996,-0.181,-0.155,-0.155,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Daly,LAA,0.25,1.0,0.925,0.1553,0.1151,0.0207,0.002,0.0175,0.0775,0.0756,0.0551,0.0,0.295,0.01,0.007,0.0029,,0.0099,0.0028,0.167892,0.0551,0.295,0.18678,0.221041,0.251351,0.212289,0.472392,0.0834595,3.85205,0.222437,0.0,-0.000576232,0.0381899,-0.0787882,31.3469,-0.000576232,0.0,-0.0791298121330328,0.0040000001899898,-0.00431642,999.0,,,,sa3025169,-0.3770363014657754,-0.32467655806750795,-0.32486518567199807,-0.18736332653726873,-1.2139413717425502,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrique Valdez,,0.25,1.0,0.9371,0.1734,0.1274,0.0305,0.0028,0.0127,0.0781,0.0752,0.042,0.0,0.3017,0.011,0.007,0.0029,,0.0157,0.0044,0.185039,0.042,0.3017,0.139211,0.227058,0.264219,0.218572,0.491278,0.0791804,4.62988,0.255201,0.0,-6.58212e-05,0.043247,-0.073731,37.0385,-6.58212e-05,0.0,-0.0737313581630587,0.0040000001899898,-0.00376066,999.0,,,,sa3005568,-0.378204763841892,-0.3246428391081369,-0.3248884207742757,-0.18620715611759325,-1.213943179841898,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Bautista Jr.,ATH,0.25,1.0,0.9232,0.1959,0.1494,0.0337,0.003,0.0098,0.0843,0.0755,0.0549,0.0,0.1719,0.012,0.007,0.0029,,0.0174,0.0054,0.212197,0.0549,0.1719,0.319372,0.263564,0.287045,0.246047,0.550609,0.0748484,4.49967,0.248631,0.0,-0.000414165,0.0653611,-0.051617,60.8357,-0.000414165,0.0,-0.0452263530460186,-0.0209999997168779,-0.00339689,999.0,,,,sa3005602,-0.3789107098607957,-0.32429440986130326,-0.3248709944475675,-0.18586827858079183,-1.2139443927504585,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joendry Vargas,LAD,0.25,1.0,0.9298,0.1517,0.1167,0.0191,0.0014,0.0146,0.0767,0.073,0.0503,0.0,0.2966,0.01,0.007,0.0029,,0.0144,0.0041,0.163153,0.0503,0.2966,0.169589,0.212617,0.233921,0.201455,0.446538,0.0707679,4.10027,0.21915,0.0,-0.000177485,0.0294705,-0.0875075,26.9581,-0.000177485,0.0,-0.0875215354462852,0.0120000001043081,-0.00436044,999.0,,,,sa3021067,-0.37774224748467916,-0.3247215166800026,-0.3250162138368026,-0.18646629776338258,-1.2139462757648671,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyle Lin,,0.25,1.0,0.9101,0.1912,0.1366,0.0379,0.0029,0.0138,0.09,0.0827,0.065,0.0,0.2512,0.015,0.007,0.0029,,0.0088,0.0025,0.210087,0.065,0.2512,0.258758,0.271989,0.303593,0.257223,0.575582,0.0935062,3.93963,0.272044,0.0,-0.000962015,0.0743558,-0.0426223,63.6269,-0.000962015,0.0,-0.0435188295086845,0.0209999997168779,0.00111534,999.0,,,,sa918343,-0.3779369912140319,-0.32397407974727876,-0.32445276260657013,-0.18758260023755202,-1.2139464338054329,-0.181,-0.155,-0.155,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis García,,0.25,1.0,0.8911,0.1531,0.1122,0.0249,0.0023,0.0137,0.0831,0.0719,0.087,0.0,0.2967,0.012,0.007,0.0029,,0.014,0.0041,0.17181,0.087,0.2967,0.293225,0.252833,0.251038,0.231167,0.503871,0.0792279,4.3089,0.237196,0.0,-0.000527406,0.0533845,-0.0635935,45.7029,-0.000527406,0.0,-0.0640554368728771,0.0120000001043081,-0.00193513,999.0,,,,sa3007295,-0.377961334180201,-0.3243618477800453,-0.3250801103680661,-0.1865460336543947,-1.213949325982707,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt O'Neill,NYM,0.25,1.0,0.8838,0.1486,0.0995,0.0296,0.0023,0.0171,0.0874,0.0768,0.0983,0.002,0.3644,0.008,0.007,0.0029,,0.0072,0.002,0.168138,0.0983,0.3644,0.269759,0.255641,0.264766,0.236852,0.520407,0.0966282,3.73055,0.258198,0.0,-0.0009784891,0.0579603,-0.0590178,52.5981,-0.0009784891,0.0,-0.05766205501277,0.0209999997168779,-0.000347122,999.0,,,,sa1170279,-0.3771336733304518,-0.32412019523788643,-0.32479548036516515,-0.18790154380160043,-1.213950892735104,-0.181,-0.155,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambioris Tavarez,ATL,0.25,1.0,0.9212,0.1522,0.1121,0.0261,0.003,0.011,0.0774,0.0681,0.0559,0.0,0.3965,0.013,0.007,0.0029,,0.02,0.0062,0.165219,0.0559,0.3965,0.140984,0.221743,0.235888,0.207383,0.457631,0.0706687,5.19197,0.271173,0.0,6.04317e-05,0.0342413,-0.0827368,28.0563,6.04317e-05,0.0,-0.085970334639569,0.0120000001043081,-0.00420024,999.0,,,,sa3019895,-0.37861859426676664,-0.3246821778940698,-0.3253008438397036,-0.18534999528921314,-1.2139516112897533,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yordany De Los Santos,PIT,0.25,1.0,0.9227,0.1698,0.1319,0.0269,0.0024,0.0086,0.0768,0.0684,0.0574,0.0,0.2758,0.01,0.007,0.0029,,0.023,0.0064,0.184025,0.0574,0.2758,0.208122,0.23789,0.246342,0.218877,0.484232,0.0623171,4.64147,0.249806,0.0,0.000434999,0.043493,-0.0734851,34.3993,0.000434999,0.0,-0.078010785364313,0.0120000001043081,-0.00337819,999.0,,,,sa3018408,-0.37920282545482487,-0.3247158968534407,-0.32528341751299544,-0.18475197610662236,-1.2139541159278833,-0.182,-0.156,-0.156,-0.088,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Quiroz,LAD,0.25,1.0,0.9209,0.1892,0.144,0.0287,0.0021,0.0144,0.09,0.0844,0.0592,0.0,0.1687,0.01,0.007,0.0029,,0.0075,0.0021,0.205451,0.0592,0.1687,0.350919,0.259152,0.288088,0.24453,0.547239,0.0826365,3.60938,0.234694,0.0,-0.00103318,0.0641395,-0.0528385,55.9502,-0.00103318,0.0,-0.0537082164082676,0.0209999997168779,6.12215e-05,999.0,,,,sa3009565,-0.37779093341701736,-0.32397407974727876,-0.32435401342189024,-0.18784174188334138,-1.2139607684695277,-0.181,-0.155,-0.155,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Sanchez,BAL,0.25,1.0,0.9305,0.1456,0.1078,0.0181,0.0012,0.0186,0.0749,0.0748,0.0496,0.006,0.3354,0.01,0.007,0.0029,,0.0094,0.0026,0.156475,0.0496,0.3354,0.147883,0.205797,0.238581,0.196784,0.444378,0.0821064,3.64587,0.217652,0.0,-0.000446854,0.0257108,-0.0912672,24.8368,-0.000446854,0.0,-0.0864493226981721,-0.0120000001043081,-0.00672481,999.0,,,,sa3024112,-0.37676852883791534,-0.32482267355811556,-0.32491165587655335,-0.18746299640103387,-1.2139658546736183,-0.18,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Daily,,0.25,1.0,0.9031,0.1872,0.1369,0.0378,0.0037,0.0088,0.0881,0.0752,0.078,0.0,0.2745,0.009,0.007,0.0029,,0.0175,0.0049,0.207286,0.078,0.2745,0.284153,0.274997,0.286568,0.253011,0.561566,0.0792825,4.76341,0.28462,0.0,-0.000251645,0.0709659,-0.0460122,60.7296,-0.000251645,0.0,-0.0461983284039888,0.0040000001899898,-0.000917113,999.0,,,,sa3006713,-0.3791541395224867,-0.3240808564519536,-0.3248884207742757,-0.18584834460803878,-1.2139717613567549,-0.182,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freili Encarnacion,BOS,0.25,1.0,0.9471,0.1756,0.1334,0.0276,0.0027,0.0119,0.0759,0.0745,0.031,0.0,0.3009,0.012,0.007,0.0029,,0.0173,0.005,0.185408,0.031,0.3009,0.103024,0.219236,0.257945,0.211545,0.477181,0.0725372,4.77743,0.255263,0.0,4.27449e-05,0.0375913,-0.0793867,26.8001,4.27449e-05,0.0,-0.0837132847191242,0.0040000001899898,-0.00478979,999.0,,,,sa3018414,-0.37839950757124474,-0.32476647529249725,-0.32492908220326155,-0.18588821255354485,-1.2139832776205484,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Andre Smith,NYM,0.25,1.0,0.9361,0.182,0.1363,0.0322,0.0023,0.0112,0.0812,0.0764,0.042,0.0,0.2547,0.012,0.007,0.0029,,0.0161,0.0045,0.194424,0.042,0.2547,0.1649,0.236686,0.269629,0.225422,0.506316,0.0752056,4.4145,0.252215,0.0,-0.000104457,0.0487607,-0.0682174,44.9049,-0.000104457,0.0,-0.0659876385398092,0.0040000001899898,-0.00296269,999.0,,,,sa3020536,-0.3785699083344284,-0.3244686244847201,-0.32481871546744284,-0.18612742022658116,-1.2139846685131725,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yophery Rodriguez,MIL,0.25,1.0,0.9116,0.164,0.1176,0.0279,0.0027,0.0159,0.0827,0.0782,0.0705,0.0,0.3054,0.008,0.007,0.0029,,0.0094,0.0027,0.179903,0.0705,0.3054,0.230845,0.243205,0.268868,0.230584,0.512073,0.0889645,3.97015,0.247949,0.0,-0.000761221,0.052915,-0.0640631,44.4931,-0.000761221,0.0,-0.0671367675531655,0.0040000001899898,-0.00308137,999.0,,,,sa3021083,-0.3774257889244809,-0.3243843270862926,-0.3247141575071935,-0.18746299640103387,-1.2139872699190009,-0.181,-0.155,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Rodrigues,LAD,0.25,1.0,0.9238,0.1639,0.124,0.0228,0.0018,0.0154,0.0823,0.0781,0.0563,0.0,0.2557,0.01,0.007,0.0029,,0.0101,0.0029,0.177419,0.0563,0.2557,0.22018,0.23087,0.256116,0.218994,0.486986,0.0786967,3.93643,0.225102,0.0,-0.000656447,0.0435872,-0.0733909,38.7632,-0.000656447,0.0,-0.0738838670076802,0.0209999997168779,-0.00202247,999.0,,,,sa3018520,-0.37754750375532636,-0.32440680639253994,-0.3247199662827629,-0.1873234585917627,-1.2139977350223918,-0.181,-0.155,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeral Perez,CHW,0.25,1.0,0.9077,0.17,0.1231,0.028,0.0014,0.0175,0.0822,0.0786,0.0714,0.0,0.2787,0.011,0.007,0.0029,,0.0074,0.0021,0.187287,0.0714,0.2787,0.256189,0.253134,0.279057,0.239578,0.532191,0.0917704,3.14949,0.246564,0.0,-0.000992406,0.0601541,-0.056824,51.8035,-0.000992406,0.0,-0.0561393238604068,0.0040000001899898,-0.00194201,999.0,,,,sa3018557,-0.3770363014657754,-0.32441242621910177,-0.32469092240491587,-0.18786167585609437,-1.2140013259458873,-0.181,-0.155,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Cova,SEA,0.25,1.0,0.9255,0.1644,0.1241,0.0239,0.0023,0.0142,0.0763,0.073,0.0536,0.0,0.2939,0.011,0.007,0.0029,,0.0147,0.0041,0.177634,0.0536,0.2939,0.182375,0.229666,0.254565,0.217654,0.484231,0.0769314,4.17414,0.240551,0.0,-0.000209826,0.042508,-0.0744701,43.2721,-0.000209826,0.0,-0.0651184574380749,-0.0120000001043081,-0.0045218,999.0,,,,sa3016186,-0.37783961934935556,-0.3247439959862499,-0.3250162138368026,-0.1864064958451235,-1.2140063250175317,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Suggs,WSN,0.25,1.0,0.9206,0.1514,0.1061,0.0251,0.0023,0.0179,0.0772,0.0758,0.0565,0.0,0.3532,0.013,0.007,0.0029,,0.0091,0.0025,0.164458,0.0565,0.3532,0.159966,0.221542,0.255051,0.214301,0.476594,0.0905931,4.05966,0.239892,0.0,-0.000578425,0.0398094,-0.0771686,34.2695,-0.000578425,0.0,-0.0791795098921284,0.0209999997168779,-0.0025694,999.0,,,,sa3020351,-0.376938929601099,-0.3246934175471934,-0.32485356812085925,-0.18752279831929297,-1.2140087135884445,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diosbel Arias,,0.25,1.0,0.9106,0.1919,0.1358,0.0387,0.004,0.0134,0.0909,0.0817,0.0695,0.001,0.2981,0.01,0.007,0.0029,,0.009,0.0025,0.21074,0.0695,0.2981,0.233143,0.272189,0.306172,0.25752,0.578361,0.0954316,4.19498,0.294506,0.0,-0.000903862,0.0745945,-0.0423836,64.9525,-0.000903862,0.0,-0.0410054983804002,0.0040000001899898,-0.000379026,999.0,,,,sa3005308,-0.3780343630787083,-0.32392350130822223,-0.32451085036226424,-0.18754273229204596,-1.2140114470412409,-0.181,-0.155,-0.155,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvin Valdez,CIN,0.25,1.0,0.9196,0.1477,0.1105,0.0233,0.0016,0.0123,0.0746,0.0674,0.0595,0.0,0.3565,0.011,0.007,0.0029,,0.0191,0.0054,0.160613,0.0595,0.3565,0.1669,0.218835,0.229556,0.203928,0.448391,0.068943,4.56043,0.242739,0.0,0.000204437,0.0314612,-0.0855169,20.4499,0.000204437,0.0,-0.0949221772025339,0.0040000001899898,-0.00595098,999.0,,,,sa3015719,-0.37830213570656834,-0.32483953303780105,-0.32534150526868943,-0.18552940104399038,-1.2140125750570492,-0.181,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Murray,MIL,0.25,1.0,0.9005,0.1776,0.1254,0.0377,0.0032,0.0113,0.0877,0.0774,0.0806,0.0,0.2754,0.009,0.007,0.0029,,0.0137,0.004,0.197224,0.0806,0.2754,0.292665,0.267977,0.283842,0.248855,0.551819,0.0866186,4.28974,0.26788,0.0,-0.000576897,0.0676206,-0.0493575,56.7908,-0.000576897,0.0,-0.052246788458433,0.0040000001899898,-0.00154357,999.0,,,,sa3017051,-0.3785455653682593,-0.32410333575820094,-0.32476062771174874,-0.18660583557265376,-1.2140153644108627,-0.181,-0.155,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
